Test MSE,Train loss,Valid MSE,epoch,step
,,1.2861547470092773,0,52
,0.806128203868866,,0,52
,,1.1837563514709473,1,105
,0.7087149620056152,,1,105
,,0.9985361099243164,2,158
,0.6011102199554443,,2,158
,,0.7944356799125671,3,211
,0.5384233593940735,,3,211
,,1.2744637727737427,4,264
,0.45580366253852844,,4,264
,,1.024272084236145,5,317
,0.42679300904273987,,5,317
,,1.0849348306655884,6,370
,0.403614342212677,,6,370
,,0.7113064527511597,7,423
,0.376616507768631,,7,423
,,0.9833232164382935,8,476
,0.3451288938522339,,8,476
,,0.529926598072052,9,529
,0.33412933349609375,,9,529
,,0.8765850067138672,10,582
,0.3065283000469208,,10,582
,,0.47631675004959106,11,635
,0.27904602885246277,,11,635
,,0.965150773525238,12,688
,0.26604145765304565,,12,688
,,0.5435432195663452,13,741
,0.25502175092697144,,13,741
,,0.7503981590270996,14,794
,0.23626060783863068,,14,794
,,0.500408411026001,15,847
,0.22368821501731873,,15,847
,,0.6177881956100464,16,900
,0.23297791182994843,,16,900
,,0.4256308078765869,17,953
,0.23275277018547058,,17,953
,,0.4899488389492035,18,1006
,0.2050309181213379,,18,1006
,,0.5702258944511414,19,1059
,0.18965904414653778,,19,1059
,,0.5753858089447021,20,1112
,0.18873964250087738,,20,1112
,,0.48002132773399353,21,1165
,0.18393218517303467,,21,1165
,,0.44380003213882446,22,1218
,0.1678347885608673,,22,1218
,,0.4407953917980194,23,1271
,0.16685368120670319,,23,1271
,,0.4276423752307892,24,1324
,0.1562979370355606,,24,1324
,,0.48650020360946655,25,1377
,0.15759685635566711,,25,1377
,,0.391691654920578,26,1430
,0.14395563304424286,,26,1430
,,0.4524300992488861,27,1483
,0.13119709491729736,,27,1483
,,0.3943741023540497,28,1536
,0.13894551992416382,,28,1536
,,0.3886546790599823,29,1589
,0.13134771585464478,,29,1589
,,0.401529997587204,30,1642
,0.1277807354927063,,30,1642
,,0.4099825322628021,31,1695
,0.12556765973567963,,31,1695
,,0.44220900535583496,32,1748
,0.12955860793590546,,32,1748
,,0.4748469591140747,33,1801
,0.12371359765529633,,33,1801
,,0.5325822830200195,34,1854
,0.12514470517635345,,34,1854
,,0.532654881477356,35,1907
,0.12482327222824097,,35,1907
,,0.42149385809898376,36,1960
,0.11611806601285934,,36,1960
,,0.3889755606651306,37,2013
,0.10908345878124237,,37,2013
,,0.5304810404777527,38,2066
,0.09686849266290665,,38,2066
,,0.4041121304035187,39,2119
,0.09840253740549088,,39,2119
,,0.5563956499099731,40,2172
,0.09768737852573395,,40,2172
,,0.39598941802978516,41,2225
,0.10020216554403305,,41,2225
,,0.6509022116661072,42,2278
,0.08989217877388,,42,2278
,,0.39971473813056946,43,2331
,0.10046160966157913,,43,2331
,,0.4616800546646118,44,2384
,0.09500153362751007,,44,2384
,,0.4616461992263794,45,2437
,0.08571383357048035,,45,2437
,,0.4210205674171448,46,2490
,0.09002392739057541,,46,2490
,,0.4433339834213257,47,2543
,0.08866240829229355,,47,2543
,,0.41713398694992065,48,2596
,0.07880666851997375,,48,2596
,,0.396578848361969,49,2649
,0.08342497050762177,,49,2649
,,0.4291919767856598,50,2702
,0.08579478412866592,,50,2702
,,0.3795904815196991,51,2755
,0.08652015030384064,,51,2755
,,0.40756693482398987,52,2808
,0.09254993498325348,,52,2808
,,0.5591602921485901,53,2861
,0.08688803017139435,,53,2861
,,0.5371741652488708,54,2914
,0.08605554699897766,,54,2914
,,0.47867003083229065,55,2967
,0.08393139392137527,,55,2967
,,0.4208723306655884,56,3020
,0.07381174713373184,,56,3020
,,0.3905123472213745,57,3073
,0.07441753149032593,,57,3073
,,0.3990592658519745,58,3126
,0.07673239707946777,,58,3126
,,0.4101433753967285,59,3179
,0.07486899942159653,,59,3179
,,0.48004788160324097,60,3232
,0.0814463272690773,,60,3232
,,0.5265399813652039,61,3285
,0.07339148223400116,,61,3285
,,0.43093839287757874,62,3338
,0.08356836438179016,,62,3338
,,0.37382858991622925,63,3391
,0.07864493131637573,,63,3391
,,0.37012937664985657,64,3444
,0.07636642456054688,,64,3444
,,0.40553730726242065,65,3497
,0.06569330394268036,,65,3497
,,0.3888380229473114,66,3550
,0.07037635892629623,,66,3550
,,0.4066191017627716,67,3603
,0.07371296733617783,,67,3603
,,0.4574302136898041,68,3656
,0.07324032485485077,,68,3656
,,0.5578888654708862,69,3709
,0.07177431136369705,,69,3709
,,0.3809868395328522,70,3762
,0.07450360059738159,,70,3762
,,0.38396233320236206,71,3815
,0.06820254027843475,,71,3815
,,0.4154096841812134,72,3868
,0.07678566128015518,,72,3868
,,0.37954261898994446,73,3921
,0.06542620807886124,,73,3921
,,0.37511712312698364,74,3974
,0.06448765099048615,,74,3974
,,0.3960946500301361,75,4027
,0.06422875076532364,,75,4027
,,0.3475000858306885,76,4080
,0.06172653287649155,,76,4080
,,0.3958977460861206,77,4133
,0.06351984292268753,,77,4133
,,0.43583759665489197,78,4186
,0.06262972205877304,,78,4186
,,0.374794602394104,79,4239
,0.07017765939235687,,79,4239
,,0.43274345993995667,80,4292
,0.06896226108074188,,80,4292
,,0.3957994282245636,81,4345
,0.059847794473171234,,81,4345
,,0.414241760969162,82,4398
,0.060141436755657196,,82,4398
,,0.5354729890823364,83,4451
,0.06467336416244507,,83,4451
,,0.3992651402950287,84,4504
,0.06107624992728233,,84,4504
,,0.38101571798324585,85,4557
,0.06031171604990959,,85,4557
,,0.38287293910980225,86,4610
,0.05470648780465126,,86,4610
,,0.447242796421051,87,4663
,0.05730496719479561,,87,4663
,,0.3882843554019928,88,4716
,0.06004713848233223,,88,4716
,,0.3923589289188385,89,4769
,0.05492174252867699,,89,4769
,,0.3923477530479431,90,4822
,0.05343068391084671,,90,4822
,,0.3908250033855438,91,4875
,0.05986843258142471,,91,4875
,,0.3804921805858612,92,4928
,0.056541673839092255,,92,4928
,,0.3817797601222992,93,4981
,0.05563982203602791,,93,4981
,,0.4564042091369629,94,5034
,0.05430805683135986,,94,5034
,,0.41415730118751526,95,5087
,0.057523902505636215,,95,5087
,,0.3744153380393982,96,5140
,0.05946645885705948,,96,5140
,,0.3641984760761261,97,5193
,0.05471189320087433,,97,5193
,,0.40283364057540894,98,5246
,0.05254741013050079,,98,5246
,,0.4628348648548126,99,5299
,0.06588903814554214,,99,5299
0.42869067192077637,,,100,5300
