Test MSE,Train loss,Valid MSE,epoch,step
,,1.1075763702392578,0,52
,0.8393878936767578,,0,52
,,1.417707920074463,1,105
,0.6983151435852051,,1,105
,,0.8469603657722473,2,158
,0.6282749176025391,,2,158
,,0.812828779220581,3,211
,0.5312711596488953,,3,211
,,0.7036023736000061,4,264
,0.49106281995773315,,4,264
,,0.6977364420890808,5,317
,0.46993720531463623,,5,317
,,0.6632869243621826,6,370
,0.4234553277492523,,6,370
,,0.6357537508010864,7,423
,0.4005872905254364,,7,423
,,0.7068009376525879,8,476
,0.389350563287735,,8,476
,,0.5830622315406799,9,529
,0.3573084771633148,,9,529
,,0.5908064842224121,10,582
,0.3621901869773865,,10,582
,,0.5540538430213928,11,635
,0.3341851830482483,,11,635
,,0.5400412082672119,12,688
,0.31709980964660645,,12,688
,,0.7291524410247803,13,741
,0.3258340060710907,,13,741
,,0.4986476004123688,14,794
,0.3065386414527893,,14,794
,,0.49771276116371155,15,847
,0.3032316565513611,,15,847
,,0.4827081263065338,16,900
,0.297393262386322,,16,900
,,0.5456820130348206,17,953
,0.30167463421821594,,17,953
,,0.47665098309516907,18,1006
,0.27518564462661743,,18,1006
,,0.47018980979919434,19,1059
,0.2718775272369385,,19,1059
,,0.7596612572669983,20,1112
,0.2567548453807831,,20,1112
,,0.4437870383262634,21,1165
,0.2597845792770386,,21,1165
,,0.47603845596313477,22,1218
,0.24583540856838226,,22,1218
,,0.44518736004829407,23,1271
,0.25617551803588867,,23,1271
,,0.43980932235717773,24,1324
,0.25107935070991516,,24,1324
,,0.44770705699920654,25,1377
,0.24124202132225037,,25,1377
,,0.5061934590339661,26,1430
,0.23769302666187286,,26,1430
,,0.5117638111114502,27,1483
,0.25015729665756226,,27,1483
,,0.44914010167121887,28,1536
,0.23764514923095703,,28,1536
,,0.42208191752433777,29,1589
,0.23727203905582428,,29,1589
,,0.4704957604408264,30,1642
,0.23100191354751587,,30,1642
,,0.41646382212638855,31,1695
,0.22850346565246582,,31,1695
,,0.44701632857322693,32,1748
,0.2231753170490265,,32,1748
,,0.40069377422332764,33,1801
,0.22473487257957458,,33,1801
,,0.4077756404876709,34,1854
,0.2323540449142456,,34,1854
,,0.416465163230896,35,1907
,0.2065226286649704,,35,1907
,,0.3970819413661957,36,1960
,0.2140444964170456,,36,1960
,,0.38986989855766296,37,2013
,0.21740974485874176,,37,2013
,,0.3883037269115448,38,2066
,0.2185569703578949,,38,2066
,,0.5008161664009094,39,2119
,0.20963460206985474,,39,2119
,,0.3921116888523102,40,2172
,0.20858049392700195,,40,2172
,,0.40562567114830017,41,2225
,0.20128872990608215,,41,2225
,,0.45236891508102417,42,2278
,0.19520004093647003,,42,2278
,,0.3823989927768707,43,2331
,0.19769427180290222,,43,2331
,,0.5065447092056274,44,2384
,0.19886723160743713,,44,2384
,,0.43466275930404663,45,2437
,0.20169469714164734,,45,2437
,,0.394440621137619,46,2490
,0.20613636076450348,,46,2490
,,0.37946683168411255,47,2543
,0.20157186686992645,,47,2543
,,0.42719224095344543,48,2596
,0.19437037408351898,,48,2596
,,0.40996384620666504,49,2649
,0.19722454249858856,,49,2649
0.44780799746513367,,,50,2650
