Test MSE,Train loss,Valid MSE,epoch,step
,,1.4581221342086792,0,52
,0.8195136785507202,,0,52
,,0.9029514789581299,1,105
,0.6988039612770081,,1,105
,,1.0344547033309937,2,158
,0.6032698154449463,,2,158
,,0.930688202381134,3,211
,0.5333383083343506,,3,211
,,1.4143043756484985,4,264
,0.48034217953681946,,4,264
,,0.7006934285163879,5,317
,0.4288155734539032,,5,317
,,0.4855373501777649,6,370
,0.39503636956214905,,6,370
,,0.478626012802124,7,423
,0.3542591333389282,,7,423
,,0.46722087264060974,8,476
,0.3278513252735138,,8,476
,,0.41938745975494385,9,529
,0.30454835295677185,,9,529
,,0.3709397614002228,10,582
,0.28274810314178467,,10,582
,,0.4190765619277954,11,635
,0.2952788174152374,,11,635
,,0.3877583146095276,12,688
,0.26237910985946655,,12,688
,,0.43391871452331543,13,741
,0.24512355029582977,,13,741
,,0.3055189549922943,14,794
,0.24273934960365295,,14,794
,,0.29596787691116333,15,847
,0.21477891504764557,,15,847
,,0.2823410630226135,16,900
,0.19870367646217346,,16,900
,,0.4318470358848572,17,953
,0.19787468016147614,,17,953
,,0.49378031492233276,18,1006
,0.20541244745254517,,18,1006
,,0.31847110390663147,19,1059
,0.1899404674768448,,19,1059
,,0.3068569004535675,20,1112
,0.1874263733625412,,20,1112
,,0.28603315353393555,21,1165
,0.1818208545446396,,21,1165
,,0.3218696713447571,22,1218
,0.17155849933624268,,22,1218
,,0.2892908751964569,23,1271
,0.16825079917907715,,23,1271
,,0.3057332932949066,24,1324
,0.1565246880054474,,24,1324
,,0.49222031235694885,25,1377
,0.14906716346740723,,25,1377
,,0.2617063522338867,26,1430
,0.14704200625419617,,26,1430
,,0.3175845146179199,27,1483
,0.14453794062137604,,27,1483
,,0.2749975919723511,28,1536
,0.14365732669830322,,28,1536
,,0.32673975825309753,29,1589
,0.13248805701732635,,29,1589
,,0.263902872800827,30,1642
,0.13700951635837555,,30,1642
,,0.26018306612968445,31,1695
,0.12979160249233246,,31,1695
,,0.25451144576072693,32,1748
,0.12378920614719391,,32,1748
,,0.2772303819656372,33,1801
,0.12281174957752228,,33,1801
,,0.36799612641334534,34,1854
,0.1299976259469986,,34,1854
,,0.3034619390964508,35,1907
,0.12642504274845123,,35,1907
,,0.2913377285003662,36,1960
,0.10652855038642883,,36,1960
,,0.32589223980903625,37,2013
,0.11846181005239487,,37,2013
,,0.3742043077945709,38,2066
,0.11478715389966965,,38,2066
,,0.2918104827404022,39,2119
,0.1226891353726387,,39,2119
,,0.29174482822418213,40,2172
,0.10423735529184341,,40,2172
,,0.26188281178474426,41,2225
,0.10827180743217468,,41,2225
,,0.2617810070514679,42,2278
,0.11289770901203156,,42,2278
,,0.27347496151924133,43,2331
,0.10363627225160599,,43,2331
,,0.2930498719215393,44,2384
,0.10673459619283676,,44,2384
,,0.28585171699523926,45,2437
,0.09234894812107086,,45,2437
,,0.3623443841934204,46,2490
,0.08880089223384857,,46,2490
,,0.3291897475719452,47,2543
,0.09978035092353821,,47,2543
,,0.353664755821228,48,2596
,0.09561139345169067,,48,2596
,,0.2966703176498413,49,2649
,0.094627745449543,,49,2649
,,0.299498587846756,50,2702
,0.09365317225456238,,50,2702
,,0.2834770381450653,51,2755
,0.08952809870243073,,51,2755
,,0.26859286427497864,52,2808
