Test MSE,Train loss,Valid MSE,epoch,step
,,1.7996647357940674,0,52
,0.8718965649604797,,0,52
,,1.4580278396606445,1,105
,0.7606635093688965,,1,105
,,2.235271453857422,2,158
,0.7308241128921509,,2,158
,,1.1396678686141968,3,211
,0.7237266302108765,,3,211
,,1.021304965019226,4,264
,0.7343280911445618,,4,264
,,1.6544967889785767,5,317
,0.7102000117301941,,5,317
,,1.1102546453475952,6,370
,0.7365812659263611,,6,370
,,1.109326958656311,7,423
,0.73350590467453,,7,423
,,2.652078628540039,8,476
,0.712218701839447,,8,476
,,1.0627108812332153,9,529
,0.7077479362487793,,9,529
,,1.0431362390518188,10,582
,0.7109991908073425,,10,582
,,1.1968101263046265,11,635
,0.6969502568244934,,11,635
,,1.1537954807281494,12,688
,0.6802324652671814,,12,688
,,1.2487332820892334,13,741
,0.6852375268936157,,13,741
,,1.0428539514541626,14,794
,0.6767246723175049,,14,794
,,0.9458304643630981,15,847
,0.6585580110549927,,15,847
,,1.0320950746536255,16,900
,0.6610426902770996,,16,900
,,1.7212402820587158,17,953
,0.6619595289230347,,17,953
,,1.2622148990631104,18,1006
,0.6570754051208496,,18,1006
,,1.0897812843322754,19,1059
,0.6484813094139099,,19,1059
,,0.9908405542373657,20,1112
,0.6696555614471436,,20,1112
,,1.2343639135360718,21,1165
,0.6623150706291199,,21,1165
,,1.3982287645339966,22,1218
,0.644246518611908,,22,1218
,,1.3207528591156006,23,1271
,0.6805497407913208,,23,1271
,,1.050813913345337,24,1324
,0.6569189429283142,,24,1324
,,1.4997256994247437,25,1377
,0.6471683979034424,,25,1377
,,1.2783979177474976,26,1430
,0.6582900881767273,,26,1430
,,1.0461069345474243,27,1483
,0.6397530436515808,,27,1483
,,1.0824111700057983,28,1536
,0.6216338276863098,,28,1536
,,1.0791844129562378,29,1589
,0.6162139773368835,,29,1589
,,1.1460694074630737,30,1642
,0.6148682832717896,,30,1642
,,1.0415740013122559,31,1695
,0.6072834730148315,,31,1695
,,1.0226643085479736,32,1748
,0.6132548451423645,,32,1748
,,2.01728892326355,33,1801
,0.6132376194000244,,33,1801
,,1.0462391376495361,34,1854
,0.6113082766532898,,34,1854
,,0.9618448615074158,35,1907
,0.6263240575790405,,35,1907
,,0.9659610986709595,36,1960
,0.6154571175575256,,36,1960
,,0.9485762119293213,37,2013
,0.5979250073432922,,37,2013
,,1.216625452041626,38,2066
,0.5927943587303162,,38,2066
,,1.0803489685058594,39,2119
,0.6039003729820251,,39,2119
,,0.9901384115219116,40,2172
,0.5877010822296143,,40,2172
,,0.8902487754821777,41,2225
,0.6167334914207458,,41,2225
,,1.1722134351730347,42,2278
,0.5931510329246521,,42,2278
,,0.9732517004013062,43,2331
,0.5856333374977112,,43,2331
,,1.0414235591888428,44,2384
,0.5977582931518555,,44,2384
,,1.1709433794021606,45,2437
,0.6007075905799866,,45,2437
,,0.8938674330711365,46,2490
,0.5785026550292969,,46,2490
,,0.993054211139679,47,2543
,0.581870973110199,,47,2543
,,1.3206775188446045,48,2596
,0.5777161717414856,,48,2596
,,1.125894546508789,49,2649
,0.5834850072860718,,49,2649
,,0.9661692976951599,50,2702
,0.5623903274536133,,50,2702
,,1.0481077432632446,51,2755
,0.5583745837211609,,51,2755
,,1.5653364658355713,52,2808
,0.5762547850608826,,52,2808
,,1.2388848066329956,53,2861
,0.5567455887794495,,53,2861
,,1.3420301675796509,54,2914
,0.5868290662765503,,54,2914
,,1.0812022686004639,55,2967
,0.5904598236083984,,55,2967
,,1.1105751991271973,56,3020
,0.5722123980522156,,56,3020
,,1.0541551113128662,57,3073
,0.7063973546028137,,57,3073
,,1.036015510559082,58,3126
,0.6589771509170532,,58,3126
,,1.017486333847046,59,3179
,0.656602144241333,,59,3179
,,1.0878349542617798,60,3232
,0.5977723598480225,,60,3232
,,1.4833648204803467,61,3285
,0.6439614295959473,,61,3285
,,1.1832046508789062,62,3338
,0.6105430722236633,,62,3338
,,0.9145233631134033,63,3391
,0.5884577035903931,,63,3391
,,0.8544309735298157,64,3444
,0.5840091705322266,,64,3444
,,0.9988637566566467,65,3497
,0.5829399228096008,,65,3497
,,1.0515351295471191,66,3550
,0.5824915170669556,,66,3550
,,1.7465324401855469,67,3603
,0.5754743218421936,,67,3603
,,1.2001500129699707,68,3656
,0.5675855875015259,,68,3656
,,2.995820999145508,69,3709
,0.5850280523300171,,69,3709
,,0.9081770777702332,70,3762
,0.5881106853485107,,70,3762
,,1.2278330326080322,71,3815
,0.5614438652992249,,71,3815
,,1.2467478513717651,72,3868
,0.5721914768218994,,72,3868
,,0.8906102180480957,73,3921
,0.5561784505844116,,73,3921
,,1.1865540742874146,74,3974
,0.5600417256355286,,74,3974
,,0.8860828876495361,75,4027
,0.5549893975257874,,75,4027
,,1.0916028022766113,76,4080
,0.5367490649223328,,76,4080
,,1.1178278923034668,77,4133
,0.5555212497711182,,77,4133
,,0.8755859732627869,78,4186
,0.5511943101882935,,78,4186
,,1.0921686887741089,79,4239
,0.5407826900482178,,79,4239
,,0.9242866039276123,80,4292
,0.5501764416694641,,80,4292
,,0.8309754729270935,81,4345
,0.5531917810440063,,81,4345
,,0.9631987810134888,82,4398
,0.5340893864631653,,82,4398
,,0.9532178044319153,83,4451
,0.5370177626609802,,83,4451
,,0.9864420294761658,84,4504
,0.529141902923584,,84,4504
,,0.945306658744812,85,4557
,0.5256603956222534,,85,4557
,,0.9451590180397034,86,4610
,0.5345292091369629,,86,4610
,,0.9266307950019836,87,4663
,0.513361930847168,,87,4663
,,1.0912270545959473,88,4716
,0.5219257473945618,,88,4716
,,0.8082244992256165,89,4769
,0.5090369582176208,,89,4769
,,0.8362180590629578,90,4822
,0.5078985691070557,,90,4822
,,0.906852662563324,91,4875
,0.5153030157089233,,91,4875
,,1.0237622261047363,92,4928
,0.5190048813819885,,92,4928
,,0.9463635087013245,93,4981
