Test MSE,Train loss,Valid MSE,epoch,step
,,1.1885381937026978,0,53
,0.8749315738677979,,0,53
,,1.3658541440963745,1,107
,0.7111878991127014,,1,107
,,0.9339435696601868,2,161
,0.6480220556259155,,2,161
,,0.82225102186203,3,215
,0.577802300453186,,3,215
,,1.258391261100769,4,269
,0.49879705905914307,,4,269
,,0.6525825262069702,5,323
,0.43804293870925903,,5,323
,,0.5854001045227051,6,377
,0.3981100022792816,,6,377
,,0.6919893026351929,7,431
,0.3758756220340729,,7,431
,,0.6682010293006897,8,485
,0.35543742775917053,,8,485
,,1.2960789203643799,9,539
,0.3155488669872284,,9,539
,,0.5168874859809875,10,593
,0.30345770716667175,,10,593
,,0.45630332827568054,11,647
,0.2763580083847046,,11,647
,,0.5491862297058105,12,701
,0.26485297083854675,,12,701
,,0.41165292263031006,13,755
,0.25760242342948914,,13,755
,,0.44202345609664917,14,809
,0.23683008551597595,,14,809
,,0.4350690543651581,15,863
,0.2218983918428421,,15,863
,,0.43375182151794434,16,917
,0.22968776524066925,,16,917
,,0.3984111547470093,17,971
,0.20462575554847717,,17,971
,,0.409006267786026,18,1025
,0.1975623220205307,,18,1025
,,0.3794652223587036,19,1079
,0.19401870667934418,,19,1079
,,0.36692509055137634,20,1133
,0.1783324033021927,,20,1133
,,0.36755427718162537,21,1187
,0.17229391634464264,,21,1187
,,0.4253719747066498,22,1241
,0.16288891434669495,,22,1241
,,0.42747145891189575,23,1295
,0.1668056845664978,,23,1295
,,0.3419708013534546,24,1349
,0.1585063338279724,,24,1349
,,0.4738943576812744,25,1403
,0.15001551806926727,,25,1403
,,0.34325870871543884,26,1457
,0.15667657554149628,,26,1457
,,0.368837833404541,27,1511
,0.14786513149738312,,27,1511
,,0.37369129061698914,28,1565
,0.1422969102859497,,28,1565
,,0.3700081706047058,29,1619
,0.13267681002616882,,29,1619
,,0.3501984775066376,30,1673
,0.12564034759998322,,30,1673
,,0.3756910562515259,31,1727
,0.12669046223163605,,31,1727
,,0.35143524408340454,32,1781
,0.13468965888023376,,32,1781
,,0.38017967343330383,33,1835
,0.12687018513679504,,33,1835
,,0.3671550154685974,34,1889
,0.12073180824518204,,34,1889
,,0.4126390516757965,35,1943
,0.11976154893636703,,35,1943
,,0.3822964131832123,36,1997
,0.11696859449148178,,36,1997
,,0.3670837879180908,37,2051
,0.11559998989105225,,37,2051
,,0.3827122747898102,38,2105
,0.11050935834646225,,38,2105
,,0.3563266396522522,39,2159
,0.10614244639873505,,39,2159
,,0.3321775496006012,40,2213
,0.10841646790504456,,40,2213
,,0.4530521631240845,41,2267
,0.1069202795624733,,41,2267
,,0.35039809346199036,42,2321
,0.10389026254415512,,42,2321
,,0.3461706042289734,43,2375
,0.11410850286483765,,43,2375
,,0.3332587480545044,44,2429
,0.1013348177075386,,44,2429
,,0.34968069195747375,45,2483
,0.1150653138756752,,45,2483
,,0.3370553255081177,46,2537
,0.1097998172044754,,46,2537
,,0.32373183965682983,47,2591
,0.10862382501363754,,47,2591
,,0.3600158989429474,48,2645
,0.10457942634820938,,48,2645
,,0.3434809148311615,49,2699
,0.09230431914329529,,49,2699
0.514305055141449,,,50,2700
